id,length,t_enc_dec,t_flexprofile,encdec_vs_flex_identity,encdec_vs_afdb_3di,flex_vs_afdb_3di,mean_kl_encdec_to_flex
P01542,46,3.9102526970000326,0.06453036100003828,0.021739130434782608,0.4782608695652174,0.021739130434782608,3.024070257725923
P0A7N4,57,2.582814600000006,0.03253220500005227,0.05263157894736842,0.9122807017543859,0.05263157894736842,3.0054123819920053
P02798,61,2.743593237999903,0.032884586000022864,0.0,0.8032786885245902,0.0,3.0378359184890495
P61583,75,3.4034881720000385,0.03827578400000675,0.0,0.49333333333333335,0.04,3.087590977350871
P24311,80,3.5162412419999782,0.03849426299996139,0.0125,0.8,0.0125,3.0475947856903076
P0A7U3,92,4.029938146999939,0.04159189500001048,0.03260869565217391,0.8695652173913043,0.043478260869565216,3.015101907045945
P63165,101,4.374735220000048,0.041246338999940235,0.019801980198019802,0.8910891089108911,0.009900990099009901,3.0448029749464283
P10599,105,4.434137297999996,0.04439005799997631,0.02857142857142857,0.9142857142857143,0.02857142857142857,3.013495497476487
P01308,110,4.646840104000034,0.04420968300007644,0.0,0.5,0.0,3.06128596609289
P61769,119,4.989820216999988,0.0458664839999301,0.025210084033613446,0.8235294117647058,0.025210084033613446,3.010623016277281
P37840,140,5.907229070999961,0.05033986199998708,0.007142857142857143,0.7857142857142857,0.014285714285714285,3.0301767809050424
Q57733,147,6.156789000999993,0.054809084999988045,0.027210884353741496,0.7414965986394558,0.034013605442176874,2.989062250876913
P68871,147,5.978899618000014,0.05338650899989261,0.047619047619047616,0.8571428571428571,0.047619047619047616,3.010101993067735
P00698,147,5.994106923000004,0.054621282999960385,0.08163265306122448,0.8095238095238095,0.08163265306122448,2.9919703785254033
P61626,148,6.0822034469999835,0.05240650000007463,0.08783783783783784,0.8378378378378378,0.08783783783783784,2.9840007859307365
P0DP27,149,6.20493536999993,0.056375671000068905,0.020134228187919462,0.912751677852349,0.026845637583892617,3.0299740349686384
P16949,149,6.162488273000008,0.05392165999990084,0.006711409395973154,0.9194630872483222,0.006711409395973154,3.0595426351432033
P68082,154,6.367043455000044,0.05704931299999316,0.045454545454545456,0.8376623376623377,0.032467532467532464,3.0089913885314745
P00441,154,6.448454079000044,0.05749745800005712,0.07792207792207792,0.8246753246753247,0.07792207792207792,3.0011418392131857
