protein_id,length,drafter,K,wall_s,speedup,draft_acceptance_rate,mean_tps,n_steps,step_first_token_rate
P01542,46,enc_dec,0,1.946375456999931,1.0,,1.0,46,
P01542,46,flexprofile,1,1.8439813919999892,1.0555287951625612,0.09523809523809523,1.0952380952380953,42,0.09523809523809523
P01542,46,flexprofile,2,1.8247568630000046,1.0666492048699454,0.048192771084337345,1.0952380952380953,42,0.09523809523809523
P01542,46,flexprofile,4,1.8295514774999901,1.0638538903860613,0.024691358024691357,1.0952380952380953,42,0.09523809523809523
P01542,46,flexprofile,8,1.8476776365000092,1.0534172295806328,0.012987012987012986,1.0952380952380953,42,0.09523809523809523
P0A7N4,57,enc_dec,0,2.382583632000035,1.0,,1.0,57,
P0A7N4,57,flexprofile,1,2.3952338044999806,0.9947186063940064,0.03636363636363636,1.0363636363636364,55,0.03636363636363636
P0A7N4,57,flexprofile,2,2.408807794500035,0.9891132191784346,0.018348623853211007,1.0363636363636364,55,0.03636363636363636
P0A7N4,57,flexprofile,4,2.3751243810000346,1.0031405727883858,0.009345794392523364,1.0363636363636364,55,0.03636363636363636
P0A7N4,57,flexprofile,8,2.3936650924999867,0.9953705050323568,0.0048543689320388345,1.0363636363636364,55,0.03636363636363636
P02798,61,enc_dec,0,2.576835018499935,1.0,,1.0,61,
P02798,61,flexprofile,1,2.517831392499943,1.0234343038917342,0.05172413793103448,1.0517241379310345,58,0.05172413793103448
P02798,61,flexprofile,2,2.4183919594999566,1.0655158723868479,0.035398230088495575,1.0701754385964912,57,0.05263157894736842
P02798,61,flexprofile,4,2.4756011845000785,1.0408926262572862,0.018018018018018018,1.0701754385964912,57,0.05263157894736842
P02798,61,flexprofile,8,2.52334550650005,1.021197854935877,0.009280742459396751,1.0701754385964912,57,0.05263157894736842
P61583,75,enc_dec,0,3.1701079240000354,1.0,,1.0,75,
P61583,75,flexprofile,1,3.0570039864999785,1.0369982957168309,0.07142857142857142,1.0714285714285714,70,0.07142857142857142
P61583,75,flexprofile,2,3.011474953000004,1.0526761714694,0.043795620437956206,1.0869565217391304,69,0.07246376811594203
