direction,protein_id,pipeline,length,latency_s_median,latency_s_min,latency_s_std,tokens_per_s,tokens_per_s_std,peak_vram_gb
folding,P02798,enc_cnn,61,0.04758923000008508,0.046844518999932916,0.000899702901249879,1281.8026263482502,24.06572998283765,5.653200384
folding,Q941C7,enc_cnn,75,0.02886472499994852,0.02804174500033696,0.0006763164657418953,2598.327196955237,61.667694825191795,5.654324224
folding,B3H5J1,enc_cnn,88,0.028496875999735494,0.02835330600009911,0.00014393415330195782,3088.0577927495215,15.597392686558091,5.655449088
folding,P0A7U3,enc_cnn,92,0.028594884000085585,0.02843406900001355,0.0008455010937557988,3217.358741505111,91.07367042597778,5.655799808
folding,P01308,enc_cnn,110,0.028355463000025338,0.0281593940003404,0.00045728443230333546,3879.323007347886,61.421979168109225,5.658450944
folding,P61769,enc_cnn,119,0.02895491899971603,0.02836921300013273,0.001013932835176993,4109.837088515671,139.67131565468796,5.658678272
folding,P00698,enc_cnn,147,0.03417318699985117,0.03128481900012048,0.005192363895743699,4301.618107805989,581.5220750668113,5.66155264
folding,P68871,enc_cnn,147,0.034903800999927626,0.029244318999644747,0.005972871722541849,4211.575696306108,730.3687669808409,5.66155264
folding,P0DP27,enc_cnn,149,0.03506646499999988,0.02934790100016471,0.0057390686952515065,4249.073865871582,716.7371682800933,5.661773824
folding,P16949,enc_cnn,149,0.037320214999908785,0.0365525100000923,0.0008598623007111012,3992.4743198924275,91.52531570952402,5.661773824
folding,P00441,enc_cnn,154,0.035659797999869625,0.03095158399992215,0.004373144006033556,4318.58868074808,551.2963810621742,5.662336
folding,P68082,enc_cnn,154,0.03486771100006081,0.031282674000067345,0.005137367893380653,4416.693714127991,604.7041037693365,5.662336
folding,P0A7Y4,enc_cnn,155,0.03688025600013134,0.0345713629999409,0.002260558490782894,4202.790783216039,259.53921379977936,5.664529408
folding,P04808,enc_cnn,185,0.03781875200002105,0.03703345599979002,0.0029637173587424713,4891.7531704879375,345.7765804377615,5.667718144
folding,P0A7L0,enc_cnn,234,0.050379474999772356,0.036456301000271196,0.008438718872636723,4644.748679914933,1059.4839368869634,5.678350336
folding,P42212,enc_cnn,238,0.04930863500021587,0.03504004500018709,0.008416916415451331,4826.740792945456,1151.927880874765,5.678895616
folding,P00766,enc_cnn,245,0.05358565999995335,0.0396673870000086,0.008465898396158777,4572.118734755031,961.3456205709771,5.679869952
folding,P63101,enc_cnn,245,0.05613453199975993,0.03907172100025491,0.010245968222839207,4364.514876529973,1129.9463706799581,5.679869952
folding,P15378,enc_cnn,248,0.053732377999949676,0.03818459099966276,0.009201833512006758,4615.466674492468,1103.9080682324852,5.680293888
folding,P05089,enc_cnn,322,0.08395151899958364,0.0751406020003742,0.0054992249781410105,3835.5470375895993,278.0222385771924,5.698401792
folding,P00784,enc_cnn,345,0.0955640090005545,0.08609174499997607,0.006634814083829927,3610.145740097594,271.0632475997593,5.705037824
folding,P02572,enc_cnn,376,0.09883718199944269,0.09102641199933714,0.00558285771579636,3804.2363450034436,227.88419767944004,5.714621952
folding,O65508,enc_cnn,377,0.10351524299949233,0.09497364700018807,0.005832474359346798,3641.975704021184,219.57046569878398,5.714944512
folding,P04637,enc_cnn,393,0.1220446549996268,0.11720182800036127,0.004346462724105069,3220.132827621183,115.9661932149087,5.72606976
folding,P0AEX9,enc_cnn,396,0.11380897499930143,0.10632795699984854,0.004385028537074685,3479.514686802431,143.3487656624459,5.726088192
folding,P0DTC9,enc_cnn,419,0.12752555400038545,0.12067019999994955,0.004366281712687712,3285.615995039971,118.11836877675638,5.7313792
folding,O59010,enc_cnn,425,0.13235775999964972,0.1251602840002306,0.004356787621923501,3210.994202388472,111.45193981327586,5.734152704
folding,P60705,enc_cnn,429,0.1327642169999308,0.12574022399985552,0.004407487643591845,3231.292359448206,112.66830922573561,5.735276032
folding,P0A855,enc_cnn,430,0.12228345499988791,0.11647705499945005,0.003997241560769664,3516.4201076948157,119.31240410142317,5.73555712
folding,P0A6P9,enc_cnn,432,0.12605222799993498,0.1222022290003224,0.003203158367875093,3427.1508473473614,88.23414077401937,5.736123904
folding,P56252,enc_cnn,433,0.13512920500033943,0.12871251700016728,0.003842020155935926,3204.3406160712066,95.46740552128352,5.736409088
folding,P34690,enc_cnn,448,0.1284889580001618,0.1230257809993418,0.003774930203347633,3486.680933309739,105.87331782711883,5.741259264
folding,P00439,enc_cnn,452,0.13083734500014543,0.12532560500039835,0.0033693381318187347,3454.671141481032,92.62220791780099,5.742673408
folding,P02994,enc_cnn,458,0.13118468700031372,0.12379384799987747,0.004304830544071517,3491.261140859411,121.34410980192749,5.744816128
folding,O14926,enc_cnn,492,0.1430492059998869,0.1362977700000556,0.004277109962808844,3439.375958510311,107.35550524718157,5.75748352
folding,P08684,enc_cnn,503,0.159305709000364,0.15355613399970025,0.004271852323668335,3157.4511871313457,86.66894947702882,5.763594752
folding,P0ABB0,enc_cnn,513,0.17105961800007208,0.16778986299959797,0.0029076314546468535,2998.9544347034835,51.25000303985666,5.766858752
folding,P0AG67,enc_cnn,557,0.19018943599985505,0.18400551299964718,0.003589052878994348,2928.6589818817515,57.114015951240944,5.788794368
folding,Q13117,enc_cnn,558,0.16874557199935225,0.16674319399953674,0.0023489487822623443,3306.7534358895173,45.826506079693694,5.789098496
folding,P02768,enc_cnn,609,0.21511203599948203,0.21078420100002404,0.003299048789059968,2831.082868842664,43.93631173357381,5.81117696
folding,A0A1B0GR13,enc_cnn,642,0.223910041999261,0.22035299599974678,0.002154383748345744,2867.222900177558,28.008722100608328,5.82769152
folding,P10591,enc_cnn,642,0.2239313330001096,0.22222064000015962,0.001068042027897447,2866.950289621532,13.769347195325107,5.82769152
folding,P23246,enc_cnn,707,0.28056738000123005,0.2758793079992756,0.0031081284127158996,2519.8937951977896,28.303877242820263,5.86382848
folding,D4GQN5,enc_cnn,717,0.28683791199910047,0.2819285929999751,0.0028855868511824187,2499.669569489296,25.576308080862034,5.872268288
folding,P07901,enc_cnn,733,0.29341450500032806,0.28789497800062236,0.0036714533199329424,2498.172338137068,31.74706247272877,5.878733824
folding,P18278,enc_cnn,742,0.26241218900031527,0.2584654389993375,0.002752376965595826,2827.612554228983,29.9919069769219,5.884760576
folding,P15056,enc_cnn,766,0.27186890700068034,0.26743792300112545,0.0032825602540440227,2817.5344082215447,34.375216418913055,5.900368384
folding,P05067,enc_cnn,770,0.2952046509999491,0.2911872120002954,0.0025625137897169587,2608.3599882040235,22.915591294061976,5.902827008
folding,O81472,enc_cnn,773,0.3312575399995694,0.32690006000120775,0.002948590276705771,2333.5317891964205,20.98896088307593,5.90610688
folding,P04150,enc_cnn,777,0.3329328269992402,0.32910671399986313,0.0022531899887261674,2333.8041099857455,15.974272620105863,5.907155968
folding,P31554,enc_cnn,784,0.30311446899941075,0.29951728400010325,0.0020770643963387886,2586.481610686569,17.93646687754418,5.91274752
folding,P56201,enc_cnn,797,0.34416330700150866,0.33856156399997417,0.0034670019521765376,2315.7611046447387,23.682746287915947,5.919873536
folding,P21802,enc_cnn,821,0.358811586000229,0.3543689850012015,0.002685273188534616,2288.1089464025167,17.327373174835508,5.935218176
folding,F4IP69,enc_cnn,838,0.32424783799979195,0.3188646210001025,0.003181207979753327,2584.4428298101334,25.77352867296935,5.946458624
folding,P28366,enc_cnn,841,0.37401656300062314,0.3714164280008845,0.0018546292202269766,2248.5635214999793,11.204339238523698,5.9484672
folding,B0R8E4,enc_cnn,852,0.3417426429987245,0.3370207389998541,0.0031178906449520656,2493.1041456338826,23.00875859187053,5.957921792
folding,A0A0K1IRS6,enc_cnn,855,0.38409788699937053,0.3789934809992701,0.003083189757038342,2225.995062559147,18.096748720470266,5.958646784
folding,P0A9Q7,enc_cnn,891,0.4047586280012183,0.4001240739999048,0.002932745152747776,2201.311938425975,16.11397795647672,5.98430208
folding,P10408,enc_cnn,901,0.424945528000535,0.4207995110009506,0.0024765777203330005,2120.27175398082,12.474138472142808,5.991023104
folding,P19367,enc_cnn,917,0.4335886330009089,0.430633456000578,0.003016898036957249,2114.9078416870716,14.71143262876013,6.003505152
folding,P10275,enc_cnn,920,0.3893437549995724,0.3873185240008752,0.0014789340859169958,2362.9504472237145,9.006498922294465,6.004279296
folding,Q18H12,enc_cnn,931,0.4444078390006325,0.44037301300159015,0.0027080597734635255,2094.922542531197,12.85915835980541,6.011882496
folding,P43261,enc_cnn,934,0.3868217459985317,0.3826479939998535,0.0026317600543775037,2414.548844944062,16.58746368387617,6.014101504
folding,P62944,enc_cnn,937,0.4492294550000224,0.44401121699957,0.0030753298030178336,2085.7937732510286,14.4430656949638,6.017102336
folding,P19809,enc_cnn,939,0.44990089100065234,0.44377698799871723,0.0037528711274032577,2087.126340006823,17.63358333720618,6.01782016
folding,O76039,enc_cnn,960,0.4127717519986618,0.410138970000844,0.0016816155964539613,2325.7405463228315,9.52815049396862,6.03364096
folding,P49744,enc_cnn,980,0.4268406850005704,0.4210635129984439,0.003371760413860282,2295.938588887539,18.382464593709887,6.049620992
folding,P0C152,enc_cnn,992,0.43224089599971194,0.4294263480005611,0.002587242895918013,2295.016527081836,13.7548378161204,6.058400256
folding,Q8WZ75,enc_cnn,1007,0.4960830749987508,0.48579192999750376,0.007018319491475532,2029.901947375519,29.1891387702685,6.070278144
folding,O43897,enc_cnn,1013,0.5030233210018196,0.49154594599895063,0.007285185248220778,2013.823132459371,29.767659016346183,6.075579904
folding,B1GT61,enc_cnn,1016,0.4484887090002303,0.44806717700339505,0.0005324619486515706,2265.3859051766635,2.68806260042672,6.07826944
folding,Q8K3Z0,enc_cnn,1020,0.4500767930003349,0.45007334500041907,0.0014663910228652332,2266.27992347795,7.342367809326216,6.082018816
folding,O29316,enc_cnn,1036,0.4677772309987631,0.46705251099774614,0.0017060087262452748,2214.7294296218947,8.043096818949206,6.094843392
folding,A0R152,enc_cnn,1037,0.5309603329988022,0.5227972339998814,0.004797824282960909,1953.0649194510345,17.918537851950305,6.095140864
folding,P06756,enc_cnn,1048,0.4803247160016326,0.4736297250019561,0.0041479481500295,2181.8573250276754,19.08609299654231,6.10383616
folding,Q60307,enc_cnn,1064,0.4844838670032914,0.477579792997858,0.004032225306851085,2196.1515593516588,18.53905295764604,6.11732992
folding,P42336,enc_cnn,1068,0.4826576850027777,0.4799979110030108,0.0016490294503340632,2212.7483580704898,7.598352831657898,6.121240576
folding,P00968,enc_cnn,1073,0.5582397790021787,0.5568867260008119,0.001888915284929376,1922.113114042008,6.490215890296486,6.126962176
folding,P16566,enc_cnn,1080,0.4949374079988047,0.49343142799989437,0.0019539707116225783,2182.0941043167386,8.597514300745472,6.131019776
folding,Q62959,enc_cnn,1162,0.5723558249999314,0.5698709060000056,0.0015261061053463575,2030.2055980650484,5.435168028686837,6.20554496
folding,D9I2H0,enc_cnn,1218,0.6129602169999089,0.6108314529999461,0.0015561325962111978,1987.0783881561126,5.05611392894872,6.25791488
folding,Q2I6J0,enc_cnn,1226,0.619429977999971,0.6168835180001224,0.002265274143235483,1979.2390480656675,7.246062947234928,6.265030144
folding,Q96QP1,enc_cnn,1244,0.6363596780001899,0.6325755879997814,0.002720393410937613,1954.8693027021563,8.391093699912984,6.283700224
folding,A3DH19,enc_cnn,1251,0.7390930520000438,0.7367466970003989,0.0018927824011554086,1692.6150186565762,4.341146692956172,6.290349568
folding,P04626,enc_cnn,1255,0.7468138230001387,0.7432730929999707,0.0022830054939220923,1680.4723765802162,5.158250585074992,6.293598208
folding,P0DTC2,enc_cnn,1273,0.7606869439996444,0.7593196990001161,0.0031149083488040746,1673.4873787982287,6.820860351519955,6.311653376
folding,Q55434,enc_cnn,1276,0.6616937679991679,0.6584172000002582,0.0021846673372174215,1928.384490998568,6.392449359575461,6.315995648
folding,P12821,enc_cnn,1306,0.7110634580003534,0.7076313159996062,0.002446713358849507,1836.685580317574,6.341283757546364,6.34540288
folding,Q9CAF4,enc_cnn,1309,0.8196530169998368,0.8147119269997347,0.0037180917350178064,1597.0172412605914,7.2707549542272005,6.348922368
folding,F3Y5P4,enc_cnn,1319,0.8314841139999771,0.8258225030003814,0.0035269540815825637,1586.3201446564694,6.770734380787408,6.36098816
folding,F4IDB2,enc_cnn,1325,0.8370238640000025,0.8306187689995568,0.004206252005468396,1582.9895143825863,8.006012336952068,6.36521472
